store_id,store_name,store_address,telephone_number,fax_number,email,url,customer_delivery_time,store_location,created_at
JR-000011,ผธ 4253 [19],,,,,,,,7/30/2024 21:13:09
JR-000012,ผธ 4108 [18],,,,,,,,7/30/2024 21:13:09
JR-000013,ผน 3279 [16],,,,,,,,7/30/2024 21:13:09
JR-000014,ผน 3280 [15],,,,,,,,7/30/2024 21:13:09
JR-000015,ผบ 152 [27],,,,,,,,7/30/2024 21:13:09
JR-000016,ผบ 153 [26],,,,,,,,7/30/2024 21:13:09
JR-000017,ผบ 3875 [38],,,,,,,,7/30/2024 21:13:09
JR-000018,ผบ 3876 [37],,,,,,,,7/30/2024 21:13:09
JR-000019,ผบ 4772[46],,,,,,,,7/30/2024 21:13:09
LE-00001,นก,,,,,,,,7/30/2024 21:13:09
LE-00002,หน่อย,,,,,,,,7/30/2024 21:13:09
LE-00003,อาคาร ราชพัสดุ หลังที่ 2 ร้านอาหาร,,,,,,,,7/30/2024 21:13:09
LE-00004,อาคารราชพัสดุ อิงฟ้าโฟน,,,,,,,,7/30/2024 21:13:09
OR-00001,โรงเรียนบ้านกุดจิก,ต.หนองหว้า อ.กุมภวาปี จ.อุดรธานี 41110,,,,,,,7/30/2024 21:13:09
OR-00002,กองทุนบ้านดงแสนสุข ม.8,,651126821,,,,,,7/30/2024 21:13:09
OR-00003,น้องการ์ตูน,,641452565,,,,,,7/30/2024 21:13:09
OR-00005,บริษัท อิสาน พรีเมี่ยม สตาร์ช จำกัด (สำนักงานใหญ่) 237 หมู่6 ต.กุดจิก อ.ท่าคนโท จ.กาฬสินธุ์ 46190,,,,,,,,7/30/2024 21:13:09
OR-00006,ท.รุ่งเรือง ข้างเจ้พา,,611536166,,,,,,7/30/2024 21:13:09
OR-00007,นางบัวบาน ทองสุมาตร(2),ร้าน ป.ซุปเปอร์สโตร์ เลขที่ 121 หมู่ 5 ต.ตาดทอง อ.ศรีธาตุ จ.อุดรธานี 41230,800811790,,,,,,7/30/2024 21:13:09
OR-00008,ริมราง,,,,,,,,7/30/2024 21:13:09
OR-00009,แม่ไข่ อุ่มจาน (ร้านแม่) (5),ร้านค้าชุมชนหมู่8(ข้างสระหนองพิณ)บ้านอุ่มจาน ต.อุ่มจาน อ.ประจักษ์ศิลปาคม,826065406,,,https://goo.gl/maps/SeLsFo7Mt1vi1EwJA,,"17.234051, 103.039979",7/30/2024 21:13:09
OR-00010,ร้านค้าสวัสดิการโรงพยาบาลกุมภวาปี,,943104688,ไม่เกิน17.00น.,,,,,7/30/2024 21:13:09
OR-00011,ร้านพัฒนะ,,,,,,,"17.297566, 102.778112",7/30/2024 21:13:09
OR-00012,ร้านน้องแฟรงค์,,872164148,,,,,,7/30/2024 21:13:09
OR-00013,เรือนชุดไทย,,,,,,,,7/30/2024 21:13:09
OR-00014,อุ๋ย คอลเกต,,,,,,,,7/30/2024 21:13:09
OR-00015,พิมชนุช การค้า,129 หมู่ที่13 ตำบลแชแล อำเภอกุมภวาปี จังหวัดอุดรธานี 41110,0872733577/ไลน์,ไม่เกิน18.00น,,https://goo.gl/maps/wWmtHtt5Y2gX5Jmv7,,"17.153482, 103.045968",7/30/2024 21:13:09
OR-00016,อุทัยการค้า,ทางเข้าบ้านไผ่,934212429,,,,,,7/30/2024 21:13:09
OR-00017,บริษัท ถูกป.เจริญพาณิชย์ จำกัด,134 หมู่11 ต.หนองโก อ.กระนวน จ.ขอนแก่น 40170 ต.หนองโก อ.กระนวน จ.ขอนแก่น 40170,,,,https://goo.gl/maps/33DN4PJgqJKSNF2W9,,"16.717488, 103.086231",7/30/2024 21:13:09
OR-00018,ร้านทัศนีย์ คำกุง (3),คำกุง,630862789,ไม่เกิน19.00น.,,https://goo.gl/maps/CMUMj26thPhgMz947,,"17.087351, 103.249000",7/30/2024 21:13:09
OR-00019,นาง ศิวาพร บุริกา,58 หมู่8 ต.หัวนาคำ อ.ศรีธาตุ จ.อุดรธานี 41230,925620427,,,,,,7/30/2024 21:13:09
OR-00021,เซฟมอร์,,,,,,,,7/30/2024 21:13:09
OR-00022,ร้านน้ำฝน,อ.อุบลรัตน์,934154451,,,,,,7/30/2024 21:13:09
OR-00023,นายศักรินทร์ พันธ์รอด (2),เลขที่ 103 ม.6 บ.โนนสำราญ ต.บุ่งแก้ว อ.โนนสะอาด จ.อุดรธานี 41240,0849136158/0640309912,ไม่เกิน 20.00น.,,https://goo.gl/maps/h9UXmu76z1VtwL6P6,,"16.971451, 102.976021",7/30/2024 21:13:09
OR-00024,คุณมัญชุสา ปรางทองเนรมิต (1),129 หมู่8 ท่ายม ต.แสงสว่าง อ.หนองแสง จ.อุดรธานี 41340,0616935366/ไลน์,ไม่เกิน18.00น.,,https://goo.gl/maps/f7RZB5HxX6T5cPXF6,,"17.138800, 102.790021",7/30/2024 21:13:09
OR-00025,สหการบ้านหนองอุดม หมู่7 (2),,,,,,,,7/30/2024 21:13:09
OR-00026,ดีจริง,วังสามหมอ,,,,,,"16.949518, 103.438296",7/30/2024 21:13:09
OR-00028,เจ้เก๋,อ.สว่างแดนดิน จ.สกลนคร,896196888,,,,,,7/30/2024 21:13:09
OR-00029,ร้านพรมารวย (5)+(อย่าโทรถ้าไม่อยากถูกด่า),ข้างเซเวน อ. ประจักษ์,0819374824/ไลน์,ไม่เกิน18.00น.,,,,,7/30/2024 21:13:09
OR-00030,ห้างหุ้นส่วนจำกัด ต้นแพร ซูเปอร์สโตร์,472 หมู่ที่ 1 ต.ยางตลาด อ.ยางตลาด จ.กาฬสินธุ์ 46120,885715997,,,,,,7/30/2024 21:13:09
OR-00031,[อำนวย]หจก.ปิยวัฒน์สกุล,,,,,,,,7/30/2024 21:13:09
OR-00032,พรสุดา,,825832353,,,https://maps.app.goo.gl/TeL6nYgdEkCEEtsH8,,"17.130445, 102.889715",7/30/2024 21:13:09
OR-00033,วีระยนต์การค้า,,,,,,,,7/30/2024 21:13:09
OR-00034,พี่แม็ก ท่าคันโท (4),,,ไม่เกิน 18.00น.,,https://goo.gl/maps/uMv8do2eHkyhFsws7,,"16.939893, 103.215043",7/30/2024 21:13:09
OR-00035,แพรว หนองนกเขียน,อำเภอศรีธาตุ,,,,,,,7/30/2024 21:13:09
OR-00036,ห้างหุ้นส่วนจำกัด บิ๊กต้อย2018,ต.นาเหล่า อ.นาวัง จ.หนองบัวลำภู 39170 ต.นาเหล่า อ.นาวัง จ.หนองบัวลำภู 39170,894229246,,,,,,7/30/2024 21:13:09
OR-00037,สมพงษ์ เภสัช สำนักงานใหญ่,34 หมู่ที่ 4 ต.เขื่อนอุบลรัตน์ อ.อุบลรัตน์ จ.ขอนแก่น 40250 ต.เขื่อนอุบลรัตน์ อ.อุบลรัตน์ จ.ขอนแก่น 40250,43446033,,,,,,7/30/2024 21:13:09
OR-00039,บิ๊กมินิมาร์ท (นุศิลป์ วัชโรสินธุ์)(3),124/1 หมู่ที่ 1 ต.ศรีธาตุ อ.ศรีธาตุ จ.อุดรธานี 41230 ต.ศรีธาตุ อ.ศรีธาตุ จ.อุดรธานี 41230,815446261,,,https://goo.gl/maps/tCJ91pSUU1EniTww8,,"16.974671, 103.215415",7/30/2024 21:13:09
OR-00040,นัทเขาสวนกวาง,,855659424,,,,,,7/30/2024 21:13:09
OR-00041,นางสาวชนาภา พรมพินิจ ประเสริฐ การค้า สำนักงานใหญ่,24 ตำบล ท่ากกแดง อำเภอ เซกา จังหวัด บึงกาฬ 38150,934363836,,,,,,7/30/2024 21:13:09
OR-00042,ห้างหุ้นส่วนจำกัด หนุ่มกะเหรี่ยง สำนักงานใหญ่,136 หมู่ที่ 5 ตำบลดงบัง อำเภอบึงโขงโหลง จังหวัดบึงกาฬ 38220,,,,,,,7/30/2024 21:13:09
OR-00043,เอิร์ท ยำ,,,,,,,,7/30/2024 21:13:09
OR-00044,อนันต์ บุตรกระธรรม,,871256936,,,,,,7/30/2024 21:13:09
OR-00045,หนึ่งการเกษตร (3),บ้านตาด ศรีธาตุ,969846061,,,https://goo.gl/maps/rVDQHotHPezTxmCy6,,"17.051292, 103.138011",7/30/2024 21:13:09
OR-00046,เจ้หน่อย บ้านหนองหลวงสว่างแดนดิน,,,,,,,,7/30/2024 21:13:09
OR-00047,หจก. กวงฮง (สำนักงานใหญ่),601 หมู่ 2 ต.เจริญศิลป์ อ.เจริญศิลป์ จ.สกลนคร 47290,,,,,,,7/30/2024 21:13:09
OR-00048,นางสาวสุภัคชญา ศรีวิชยางกูร(5),เลขที่ 100 หมู่ที่ 2 บ.แม่นนท์ ต.หนองไผ่ อ.เมืองอุดรธานี จ.อุดรธานี 41330,914997995,ไม่เกิน20.00น.,,https://goo.gl/maps/Js7bro5HsQKGvJZi7,,"17.242581, 102.898324",7/30/2024 21:13:09
OR-00049,บริษัท ฟ้า ใหม่ อุ่น ซูเปอร์สโตร์ จำกัด(3),75 หมู่ที่ 8 ต.ศรีธาตุ อ.ศรีธาตุ จ.อุดรธานี 41230,,,,,,,7/30/2024 21:13:09
OR-00050,จิระสุข,,,,,,,,7/30/2024 21:13:09
OR-00051,ร้านปี๊ดเจริญการค้า,87/7 ต.หนองหิน อ.หนองกรุงศรี จ.กาฬสินธุ์ 46220,981466751,,,https://goo.gl/maps/pdAmamZQvyPk3adm9,,"16.807531, 103.371021",7/30/2024 21:13:09
OR-00052,หจก.ทรัพย์ภูพาน (สำนักงานใหญ่),125 หมู่7 ต.บ้านดง อ.อุบลรัตน์ จ.ขอนแก่น 40250,,,,,,,7/30/2024 21:13:09
OR-00054,ร้านศรีธาตุพลาสติก (นายโสพัส อุปมะ)(3),110 ม.10 บ้านคำศรี ต.ศรีธาตุ อ.ศรีธาตุ จ.อุดรธานี 41230,894189167,,,https://goo.gl/maps/g1bNAmiA6gu2nzZr6,,"16.974862, 103.211979",7/30/2024 21:13:09
OR-00055,นส.สำเนียง สารีคาร (4),เลขที่ 109 หมู่ 4 บ้านหนองแซง ต.นาตาล อ.ท่าคันโท จ.กาฬสินธุ์ 46190,0876382584/ไลน์สั่งเอง,ไม่เกิน19.00น.,,https://goo.gl/maps/htfQARm7VmwAV8CX7,,"16.864541, 103.267032",7/30/2024 21:13:09
OR-00056,นาง บุญนาค พระตลับ (ซุปเปอร์แตน),หมู่4 ต.บุ่งคล้า อ.บุ้งคล้า จ.บึงกาฬ 38000,872338205,,,,,,7/30/2024 21:13:09
OR-00057,ผานกเค้า,,,,,,,,7/30/2024 21:13:09
OR-00058,เพียงงามพาณิช,โนนสูง,,,,,,,7/30/2024 21:13:09
OR-00059,ยายแดง หนองนาคำ (5),79 หมู่ 14 บ้านหนองนาคำ ต.เสอเพลอ อ.กุมภวาปีจ. อุดรธานี,0910526514/หน้าร้าน,,,,,,7/30/2024 21:13:09
OR-00060,จุฬาท่าบ่อ,,,,,,,,7/30/2024 21:13:09
OR-00061,หจก.ตั้งเจริญซุปเปอร์มาร์ท,108 หมู่ 6 ต.คำปอ อ.วาริชภูมิ สกลนคร 47150,,,,,,,7/30/2024 21:13:09
OR-00062,ร้านจีตั้น,134 หมู่ 1 ต.โพนสูง อ.ไชยวาน จ.อุดรธานี,655834484,,,,,,7/30/2024 21:13:09
OR-00063,หจก.ถูกดี เจริญภัณฑ์ 54,316 ม.2 ต.บุ่งคล้า อ.บุ่งคล้า จ.บึงกาฬ 38000,844651117,,,,,,7/30/2024 21:13:09
OR-00064,นายสุวรรณ์ แวงคำ (2.3),182 หมู่10 ตำบลบ้านโปร่ง อำเภอศรีธาตุ จังหวัดอุดรธานี 41230,981424743,17.00-18.00น.,,https://goo.gl/maps/KGQ1rPHpt34g7ruK7,,"16.969216, 103.102669",7/30/2024 21:13:09
OR-00065,ทิพวาณี โนนทะขาม,184 หมู่13 ต.โคกกลาง อ.โนนสะอาด จ.อุดรธานี 41240,615746927,,,,,,7/30/2024 21:13:09
OR-00066,เชวง ท่าคันโท (4),,,,,,,,7/30/2024 21:13:09
OR-00067,ครัวนายเอ๋ บ.สะอาดนามูล หมู่10 (5),,0871256936 *ปิดกิจการ*,,,https://goo.gl/maps/NPiE8cBq2QPWUMjs9,,"17.229951, 102.935054",7/30/2024 21:13:09
OR-00068,ครัวอิเจ้,บ้า,972268462,,,,,,7/30/2024 21:13:09
OR-00072,วัดศรีนคราราม ดงเมือง,,857614663,,,https://goo.gl/maps/cQwAmsGheTcnnqe3A,,"17.116665, 103.016560",7/30/2024 21:13:09
OR-00073,ร้านวัชราภรพาณิชย์(3),75 หมู่3 บ.หนองไผ่ ต.หนองหญ้าไซ อ.วังสามหมอ จ.อุดรธานี,614988393,,,https://goo.gl/maps/skzizBp3g8kR9V6CA,,"16.946190, 103.377979",7/30/2024 21:13:09
OR-00074,ปูน้อย,,,,,,,,7/30/2024 21:13:09
OR-00075,คุณพิศนา คำตา (สำนักงานใหญ่),5 ม.11 ตำบลชัยพร อำเภอเมืองบึงกาฬ จังหวัดบึงกาฬ 38000,,,,,,,7/30/2024 21:13:09
OR-00076,ต.ทรัพย์ธนกาญจน์ (1),ท่ายม,862328159,ไม่เกิน 20.00น.,,https://goo.gl/maps/cVm4wPUX6W2mDgWRA,,"17.140184, 102.787401",7/30/2024 21:13:09
OR-00077,ร้านตั้งมีทรัพย์ (1),ม.1 ถ.ชมชวน ต.กุมภวาปี อ.กุมภวาปี จ.อุดรธานี,826393949,,,https://goo.gl/maps/1hTkn14NHD25cA6VA,,"17.113213, 103.011531",7/30/2024 21:13:09
OR-00078,ถนอมทรัพย์ วังสามหมอ(3),,621656477,,,https://goo.gl/maps/BbeYTsAjoRCShM6aA,,"16.949456, 103.441957",7/30/2024 21:13:09
OR-00079,บริษัท บิ๊ก ป ซูเปอร์มาร์ท จำกัด,248 ม.1 ถ.แซแล ต.กุมภวาปี จ.อุดรธานี 41110,853862888,,,https://maps.app.goo.gl/LECZUPSNYdQ21Sfb9,,"17.113699, 103.002658",7/30/2024 21:13:09
OR-00080,นางขนิษฐา พรมเลิศ (ร้านขนิษฐา),96 หมู่ที่5 ตำบลนาดี อำเภอหนองแสง จังหวัดอุดรธานี 41340,0644052998/ไลน์,ไม่เกิน 20.00น.,,https://goo.gl/maps/h9arRQPurGS1vwi26,,"17.045621, 102.843000",7/30/2024 21:13:09
OR-00081,แม่พร ศรีธาตุ(3),,0862245537/หน้าร้าน,,,,,,7/30/2024 21:13:09
OR-00082,อดุลย์ ยะไชยศรี,85/3 ม.13 บ.โพนงาม ต.นาม่อง อ.กุดบาก จ.สกลนคร 47180,,,,,,,7/30/2024 21:13:09
OR-00083,ร้านยรรยงค์,107 หมู่2 ต.นาดี อ.หนองแสง จ.อุดรธานี,,,,,,,7/30/2024 21:13:09
